month,trip_duration_sec,start_station_id,start_station_name,end_station_id,end_station_name,bike_id,user_type,member_birth_year,member_gender
January,659,336,Potrero Ave and Mariposa St,41,Golden Gate Ave at Polk St,5029,Subscriber,1980,Male
January,544,127,Valencia St at 21st St,60,8th St at Ringold St,2324,Subscriber,1991,Female
January,586,127,Valencia St at 21st St,60,8th St at Ringold St,3455,Subscriber,1988,Male
January,272,239,Bancroft Way at Telegraph Ave,244,Shattuck Ave at Hearst Ave,3472,Subscriber,1998,Male
January,619,349,Howard St at Mary St,365,Turk St at Fillmore St,4794,Subscriber,1991,Female
January,587,101,15th St at Potrero Ave,356,Valencia St at Clinton Park,1396,Subscriber,1994,Male
January,234,310,San Fernando St at 4th St,357,2nd St at Julian St,4018,Subscriber,1994,Male
January,470,121,Mission Playground,336,Potrero Ave and Mariposa St,5405,Subscriber,1984,Female
January,220,310,San Fernando St at 4th St,357,2nd St at Julian St,4050,Subscriber,1994,Male
January,127,341,Fountain Alley at S 2nd St,311,Paseo De San Antonio at 2nd St,2577,Subscriber,1991,Male
January,662,177,MacArthur Blvd at Telegraph Ave,210,45th St at Manila,1548,Subscriber,1983,Male
January,1060,27,Beale St at Harrison St,139,Garfield Square (25th St at Harrison St),4659,Subscriber,1980,Male
January,281,253,Haste St at College Ave,252,Channing Way at Shattuck Ave,269,Subscriber,1997,Male
January,965,262,West St at University Ave,268,Ellsworth St at Russell St,1633,Subscriber,1993,Male
January,1473,251,California St at University Ave,251,California St at University Ave,4594,Subscriber,1994,Other
January,242,296,5th St at Virginia St,317,San Salvador St at 9th St,4028,Subscriber,1996,Male
January,760,6,The Embarcadero at Sansome St,3,Powell St BART Station (Market St at 4th St),5193,Subscriber,1980,Other
January,963,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),107,17th St at Dolores St,1035,Subscriber,1981,Male
January,1099,58,Market St at 10th St,70,Central Ave at Fell St,5271,Customer,,
January,1002,20,Mechanics Monument Plaza (Market St at Bush St),368,Myrtle St at Polk St,3721,Customer,1996,Male
January,602,71,Broderick St at Oak St,377,Fell St at Stanyan St,1228,Subscriber,1990,Female
January,530,262,West St at University Ave,262,West St at University Ave,4551,Subscriber,1998,Male
January,465,163,Lake Merritt BART Station,200,2nd Ave at E 18th St,404,Subscriber,1987,Female
January,476,250,North Berkeley BART Station,259,Addison St at Fourth St,2667,Subscriber,1977,Female
January,213,239,Bancroft Way at Telegraph Ave,244,Shattuck Ave at Hearst Ave,5115,Subscriber,1999,Male
January,431,247,Fulton St at Bancroft Way,266,Parker St at Fulton St,1595,Subscriber,1994,Male
January,1298,114,Rhode Island St at 17th St,22,Howard St at Beale St,4626,Subscriber,1988,Male
January,1735,34,Father Alfred E Boeddeker Park,70,Central Ave at Fell St,4397,Subscriber,1986,Male
January,1685,34,Father Alfred E Boeddeker Park,70,Central Ave at Fell St,5255,Customer,1986,Female
January,331,243,Bancroft Way at College Ave,252,Channing Way at Shattuck Ave,364,Subscriber,1987,Male
January,333,78,Folsom St at 9th St,47,4th St at Harrison St,5374,Subscriber,1987,Male
January,231,341,Fountain Alley at S 2nd St,305,Ryland Park,3785,Subscriber,1993,Male
January,607,252,Channing Way at Shattuck Ave,259,Addison St at Fourth St,5064,Subscriber,1988,Female
January,550,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,5286,Subscriber,1991,Male
January,1303,81,Berry St at 4th St,16,Steuart St at Market St,2124,Customer,1982,Female
January,357,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,333,Subscriber,1994,Male
January,1158,81,Berry St at 4th St,16,Steuart St at Market St,1883,Customer,1983,Male
January,481,243,Bancroft Way at College Ave,251,California St at University Ave,5111,Subscriber,1995,Male
January,205,276,Julian St at The Alameda,278,The Alameda at Bush St,4026,Subscriber,1993,Male
January,788,278,The Alameda at Bush St,278,The Alameda at Bush St,3824,Subscriber,1993,Male
January,861,196,Grand Ave at Perkins St,196,Grand Ave at Perkins St,4526,Subscriber,1994,Male
January,127,62,Victoria Manalo Draves Park,63,Bryant St at 6th St,5481,Subscriber,1950,Male
January,3343,244,Shattuck Ave at Hearst Ave,244,Shattuck Ave at Hearst Ave,1389,Customer,,
January,306,223,16th St Mission BART Station 2,336,Potrero Ave and Mariposa St,5029,Subscriber,1977,Male
January,1310,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),139,Garfield Square (25th St at Harrison St),1667,Customer,1981,Male
January,1071,49,S Park St at 3rd St,84,Duboce Park,5038,Subscriber,1931,Male
January,264,85,Church St at Duboce Ave,119,18th St at Noe St,5540,Subscriber,1980,Male
January,834,364,China Basin St at 3rd St,371,Lombard St at Columbus Ave,5055,Subscriber,1986,Male
January,383,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5331,Subscriber,1990,Male
January,251,276,Julian St at The Alameda,276,Julian St at The Alameda,4021,Subscriber,1995,Male
January,1466,378,Empire St at 7th St,292,Empire St at 1st St,4031,Subscriber,,
January,1078,285,Webster St at O'Farrell St,74,Laguna St at Hayes St,3432,Subscriber,1988,Male
January,873,92,Mission Bay Kids Park,96,Dolores St at 15th St,4812,Subscriber,1986,Male
January,862,92,Mission Bay Kids Park,96,Dolores St at 15th St,5069,Subscriber,1988,Male
January,885,66,3rd St at Townsend St,75,Market St at Franklin St,4370,Customer,1992,Male
January,1436,93,4th St at Mission Bay Blvd S,31,Raymond Kimbell Playground,2409,Customer,,
January,98,127,Valencia St at 21st St,121,Mission Playground,1453,Subscriber,1987,Male
January,2022,197,El Embarcadero at Grand Ave,236,Market St at 8th St,5443,Subscriber,1962,Male
January,141,24,Spear St at Folsom St,27,Beale St at Harrison St,3624,Subscriber,1980,Male
January,341,61,Howard St at 8th St,59,S Van Ness Ave at Market St,3034,Subscriber,1992,Male
January,229,294,Pierce Ave at Market St,341,Fountain Alley at S 2nd St,3785,Subscriber,1991,Male
January,245,7,Frank H Ogawa Plaza,219,Marston Campbell Park,199,Subscriber,1989,Female
January,1805,122,19th St at Mission St,73,Pierce St at Haight St,5526,Subscriber,1989,Male
January,216,278,The Alameda at Bush St,276,Julian St at The Alameda,2921,Subscriber,1993,Male
January,79,253,Haste St at College Ave,243,Bancroft Way at College Ave,2828,Subscriber,1995,Male
January,497,20,Mechanics Monument Plaza (Market St at Bush St),9,Broadway at Battery St,2271,Subscriber,1980,Other
January,440,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,1863,Subscriber,1998,Male
January,1037,16,Steuart St at Market St,355,23rd St at Tennessee St,4400,Customer,,
January,853,241,Ashby BART Station,241,Ashby BART Station,3089,Subscriber,1988,Male
January,252,247,Fulton St at Bancroft Way,269,Telegraph Ave at Carleton St,4527,Subscriber,1998,Male
January,135,133,Valencia St at 22nd St,127,Valencia St at 21st St,3610,Subscriber,1987,Male
January,11257,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,674,Customer,1987,Female
January,500,245,Downtown Berkeley BART,263,Channing Way at San Pablo Ave,2476,Customer,1982,Other
January,290,89,Division St at Potrero Ave,99,Folsom St at 15th St,4842,Subscriber,1992,Male
January,1224,121,Mission Playground,136,23rd St at San Bruno Ave,5242,Subscriber,,
January,463,166,College Ave at Alcatraz Ave,239,Bancroft Way at Telegraph Ave,5115,Subscriber,1995,Male
January,623,58,Market St at 10th St,53,Grove St at Divisadero,5298,Subscriber,1986,Male
January,284,109,17th St at Valencia St,112,Harrison St at 17th St,5574,Subscriber,1968,Male
January,308,109,17th St at Valencia St,112,Harrison St at 17th St,5392,Subscriber,1976,Female
January,531,107,17th St at Dolores St,52,McAllister St at Baker St,5492,Subscriber,1988,Female
January,1395,26,1st St at Folsom St,52,McAllister St at Baker St,4996,Subscriber,1988,Female
January,1004,10,Washington St at Kearny St,59,S Van Ness Ave at Market St,430,Subscriber,1985,Male
January,979,10,Washington St at Kearny St,59,S Van Ness Ave at Market St,1756,Subscriber,1979,Male
January,281,132,24th St at Chattanooga St,139,Garfield Square (25th St at Harrison St),5022,Subscriber,1973,Male
January,626,312,San Jose Diridon Station,287,Almaden Blvd at Balbach St,3853,Subscriber,1978,Female
January,495,243,Bancroft Way at College Ave,245,Downtown Berkeley BART,703,Customer,1996,Male
January,856,75,Market St at Franklin St,81,Berry St at 4th St,5480,Subscriber,1981,Male
January,490,109,17th St at Valencia St,86,Market St at Dolores St,4809,Subscriber,1973,Male
January,325,133,Valencia St at 22nd St,76,McCoppin St at Valencia St,5536,Subscriber,1987,Male
January,756,133,Valencia St at 22nd St,84,Duboce Park,4977,Subscriber,,
January,627,76,McCoppin St at Valencia St,324,Union Square (Powell St at Post St),4574,Subscriber,1981,Male
January,937,120,Mission Dolores Park,70,Central Ave at Fell St,4979,Subscriber,1994,Male
January,447,256,Hearst Ave at Euclid Ave,254,Vine St at Shattuck Ave,1743,Subscriber,1988,Male
January,663,58,Market St at 10th St,364,China Basin St at 3rd St,5122,Subscriber,1981,Male
January,2164,243,Bancroft Way at College Ave,256,Hearst Ave at Euclid Ave,4503,Subscriber,2000,Male
January,494,141,Valencia St at Cesar Chavez St,106,Sanchez St at 17th St,5359,Subscriber,1971,Male
January,300,285,Webster St at O'Farrell St,74,Laguna St at Hayes St,3646,Subscriber,1993,Male
January,807,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,5487,Subscriber,1997,Male
January,570,296,5th St at Virginia St,310,San Fernando St at 4th St,4050,Subscriber,1995,Male
January,577,296,5th St at Virginia St,310,San Fernando St at 4th St,4018,Subscriber,1995,Male
January,568,296,5th St at Virginia St,310,San Fernando St at 4th St,3815,Subscriber,1995,Male
January,735,351,10th St at University Ave,252,Channing Way at Shattuck Ave,5064,Subscriber,1986,Male
January,1191,377,Fell St at Stanyan St,369,Hyde St at Post St,4761,Subscriber,1988,Male
January,248,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,1606,Subscriber,1995,Male
January,1454,377,Fell St at Stanyan St,104,4th St at 16th St,845,Subscriber,1979,Male
January,239,76,McCoppin St at Valencia St,74,Laguna St at Hayes St,5556,Subscriber,1991,Male
January,1636,66,3rd St at Townsend St,125,20th St at Bryant St,485,Subscriber,1991,Female
January,466,321,5th St at Folsom,3,Powell St BART Station (Market St at 4th St),5331,Subscriber,1987,Female
January,445,269,Telegraph Ave at Carleton St,247,Fulton St at Bancroft Way,347,Subscriber,1998,Male
January,444,269,Telegraph Ave at Carleton St,247,Fulton St at Bancroft Way,4527,Subscriber,1998,Male
January,329,74,Laguna St at Hayes St,43,San Francisco Public Library (Grove St at Hyde St),5339,Subscriber,1967,Male
January,582,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),86,Market St at Dolores St,5237,Subscriber,1984,Female
January,344,267,Derby St at College Ave,241,Ashby BART Station,4845,Subscriber,1983,Male
January,232,132,24th St at Chattanooga St,145,29th St at Church St,4647,Subscriber,1984,Male
January,413,310,San Fernando St at 4th St,305,Ryland Park,1733,Subscriber,1996,Male
January,119,253,Haste St at College Ave,243,Bancroft Way at College Ave,3514,Subscriber,1997,Male
January,460,240,Haste St at Telegraph Ave,254,Vine St at Shattuck Ave,4477,Subscriber,1989,Male
January,691,181,Grand Ave at Webster St,211,Broadway at 40th St,2655,Customer,1988,Female
January,225,323,Broadway at Kearny,11,Davis St at Jackson St,5465,Subscriber,1996,Female
January,80,276,Julian St at The Alameda,277,Morrison Ave at Julian St,4000,Subscriber,1995,Male
January,570,87,Folsom St at 13th St,122,19th St at Mission St,2454,Customer,,
January,332,351,10th St at University Ave,270,Ninth St at Heinz Ave,4514,Subscriber,1972,Male
January,393,112,Harrison St at 17th St,97,14th St at Mission St,2753,Subscriber,1985,Male
January,692,10,Washington St at Kearny St,370,Jones St at Post St,3554,Customer,,
January,705,10,Washington St at Kearny St,370,Jones St at Post St,1537,Customer,1976,Male
January,610,201,10th St at Fallon St,197,El Embarcadero at Grand Ave,2292,Subscriber,1987,Male
January,522,110,17th & Folsom Street Park (17th St at Folsom St),76,McCoppin St at Valencia St,1872,Subscriber,1991,Male
January,573,356,Valencia St at Clinton Park,73,Pierce St at Haight St,5504,Customer,1994,Male
January,683,277,Morrison Ave at Julian St,311,Paseo De San Antonio at 2nd St,3945,Subscriber,1995,Male
January,693,277,Morrison Ave at Julian St,311,Paseo De San Antonio at 2nd St,4022,Subscriber,1990,Male
January,557,141,Valencia St at Cesar Chavez St,76,McCoppin St at Valencia St,5322,Subscriber,1981,Male
January,468,42,San Francisco City Hall (Polk St at Grove St),62,Victoria Manalo Draves Park,2550,Subscriber,1950,Male
January,3101,227,Foothill Blvd at Fruitvale Ave,227,Foothill Blvd at Fruitvale Ave,4622,Subscriber,1992,Female
January,1705,323,Broadway at Kearny,145,29th St at Church St,5218,Subscriber,1987,Male
January,462,110,17th & Folsom Street Park (17th St at Folsom St),107,17th St at Dolores St,708,Subscriber,1988,Female
January,1675,323,Broadway at Kearny,145,29th St at Church St,4749,Subscriber,1984,Female
January,376,137,Jersey St at Castro St,106,Sanchez St at 17th St,4944,Subscriber,1978,Male
January,1920,22,Howard St at Beale St,122,19th St at Mission St,3661,Subscriber,1990,Male
January,656,50,2nd St at Townsend St,4,Cyril Magnin St at Ellis St,1896,Subscriber,1989,Male
January,427,113,Franklin Square,139,Garfield Square (25th St at Harrison St),5268,Subscriber,1982,Female
January,268,321,5th St at Folsom,62,Victoria Manalo Draves Park,5531,Subscriber,1994,Male
January,401,75,Market St at Franklin St,96,Dolores St at 15th St,1959,Subscriber,1982,Male
January,6604,70,Central Ave at Fell St,70,Central Ave at Fell St,4755,Subscriber,1979,Male
January,442,106,Sanchez St at 17th St,39,Scott St at Golden Gate Ave,4752,Subscriber,1994,Male
January,601,383,Golden Gate Ave at Franklin St,54,Alamo Square (Steiner St at Fulton St),3208,Subscriber,1988,Male
January,287,66,3rd St at Townsend St,36,Folsom St at 3rd St,200,Subscriber,1965,Male
January,137,183,Telegraph Ave at 19th St,7,Frank H Ogawa Plaza,3261,Subscriber,1990,Male
January,542,247,Fulton St at Bancroft Way,255,Virginia St at Shattuck Ave,3694,Subscriber,1995,Male
January,531,247,Fulton St at Bancroft Way,255,Virginia St at Shattuck Ave,2424,Subscriber,1985,Male
January,277,127,Valencia St at 21st St,141,Valencia St at Cesar Chavez St,2188,Subscriber,1982,Male
January,429,243,Bancroft Way at College Ave,166,College Ave at Alcatraz Ave,5115,Subscriber,1995,Male
January,1467,270,Ninth St at Heinz Ave,254,Vine St at Shattuck Ave,287,Subscriber,,
January,837,41,Golden Gate Ave at Polk St,24,Spear St at Folsom St,138,Subscriber,1973,Male
January,734,127,Valencia St at 21st St,34,Father Alfred E Boeddeker Park,4397,Subscriber,1987,Male
January,297,239,Bancroft Way at Telegraph Ave,266,Parker St at Fulton St,2050,Subscriber,1999,Male
January,798,223,16th St Mission BART Station 2,133,Valencia St at 22nd St,4977,Subscriber,1985,Male
January,2339,36,Folsom St at 3rd St,66,3rd St at Townsend St,4370,Subscriber,1988,Male
January,395,42,San Francisco City Hall (Polk St at Grove St),79,7th St at Brannan St,5000,Subscriber,1987,Male
January,1066,148,Horton St at 40th St,197,El Embarcadero at Grand Ave,5449,Subscriber,1985,Male
January,211,87,Folsom St at 13th St,58,Market St at 10th St,5122,Subscriber,1990,Male
January,535,27,Beale St at Harrison St,30,San Francisco Caltrain (Townsend St at 4th St),5286,Customer,1980,Male
January,730,345,Hubbell St at 16th St,47,4th St at Harrison St,5294,Subscriber,1960,Male
January,675,245,Downtown Berkeley BART,265,Ninth St at Parker St,1207,Subscriber,1985,Other
January,253,323,Broadway at Kearny,17,Embarcadero BART Station (Beale St at Market St),4778,Subscriber,1974,Male
January,301,58,Market St at 10th St,97,14th St at Mission St,4614,Subscriber,1993,Male
January,529,36,Folsom St at 3rd St,49,S Park St at 3rd St,5038,Subscriber,1991,Male
January,218,253,Haste St at College Ave,267,Derby St at College Ave,453,Subscriber,1997,Male
January,1070,179,Telegraph Ave at 27th St,251,California St at University Ave,4628,Customer,1980,Male
January,220,137,Jersey St at Castro St,145,29th St at Church St,4751,Subscriber,1975,Male
January,286,356,Valencia St at Clinton Park,223,16th St Mission BART Station 2,5475,Subscriber,1988,Male
January,672,92,Mission Bay Kids Park,16,Steuart St at Market St,4400,Customer,1989,Male
January,1641,24,Spear St at Folsom St,377,Fell St at Stanyan St,5233,Subscriber,,
January,339,42,San Francisco City Hall (Polk St at Grove St),55,Webster St at Grove St,5230,Subscriber,1986,Female
January,3186,154,Doyle St at 59th St,159,24th St at Market St,4764,Subscriber,1993,Female
January,565,356,Valencia St at Clinton Park,140,Cesar Chavez St at Dolores St,4631,Subscriber,1982,Male
January,199,254,Vine St at Shattuck Ave,244,Shattuck Ave at Hearst Ave,4815,Subscriber,1992,Male
January,596,255,Virginia St at Shattuck Ave,256,Hearst Ave at Euclid Ave,4703,Subscriber,1997,Male
January,1106,278,The Alameda at Bush St,276,Julian St at The Alameda,4026,Subscriber,1983,Male
January,1235,22,Howard St at Beale St,109,17th St at Valencia St,2882,Customer,,
January,703,4,Cyril Magnin St at Ellis St,129,Harrison St at 20th St,4719,Subscriber,1982,Male
January,469,230,14th St at Mandela Pkwy,7,Frank H Ogawa Plaza,199,Subscriber,1988,Male
January,326,253,Haste St at College Ave,258,University Ave at Oxford St,4913,Subscriber,1998,Male
January,905,202,Washington St at 8th St,197,El Embarcadero at Grand Ave,1532,Subscriber,1990,Female
